title,address,city,state,zipcode,phone,type
BAXTERS,205 SOUTH MAIN,AKRON,OH,44308,12346780761,Package
PARROT HEAD,16 MOHICAN ST,SHELBY,OH,44875,4193478088,Package
ANDERSON 41 TALMADGE  EFT,4701 TALMADGE/MONROE,TOLEDO,OH,43623,4194733232,Package
COST PLUS 124 EASTON,3770 EASTON MARKET,COLUMBUS,OH,432196025,16144715042,Package
RUSSO'S RESTAURANT,4895 STATE ROAD,CUYAHOGA FALLS,OH,44264,3309232665,Package
OZZIES BUTTS & BREWS,2348 COLUMBUS ROAD,CANTON,OH,44705,13304560576,Package
COST PLUS 109 N OLMSTED,26145 GREAT NORTHERN BLVD,NORTH OLMSTED,OH,44070,4407346053,Package
WINE MERCHANT  THE,540 S MAIN ST UNIT A,FINDLAY,OH,45840,4194240391,Package
VINO BELLISSIMA WINE SHOP,743 B SHAWNEE RD,LIMA,OH,45805,6142027424,Package
J GUMBOS,108 N MAIN ST,BALTIMORE,OH,431051210,17408622586,Package
ROOT CELLAR,7699 MONTGOMERY ROAD,CINCINNATI,OH,45236,15139844111,Package
ROYAL PARK BEVERAGE,12770 ROYALTON ROAD,NORTH ROYALTON,OH,44133,4405828766,Package
AVENUE WINE SHOP,1728 CLEVELAND AVE. NORTH,CANTON,OH,44703,3304548108,Package
BUZZBIN,339 CLEVELAND AVE NW,CANTON,OH,44708,13308447090,Package
FAT FISH BLUE,6140 LEVIS COMMONS,PERRYSBURG,OH,43551,4199313474,Package
ANDERSON 42 MAUMEE    EFT,507 ILLINOIS AVE/FORD,MAUMEE,OH,43537,4198912620,Package
HILLS & DALES BEVERAGE DT,4641 HILLS & DALES RD NW,CANTON,OH,44708,3304929463,Package
MANOR WINE CELLAR LLC,5544 AIRWAY RD,DAYTON RIVERSID,OH,45431,9372545556,Package
JUNGLE JIM'S BACKROOM,4450 EASTGATE BLVD SOUTH,EASTGATE,OH,45245,0,Package
PARTY SHOP-WOOSTER,677-79 PORTAGE RD,WOOSTER,OH,44691,3302628846,Package
TABLE 44,610 MONROE/HURON,TOLEDO,OH,43604,4197250044,Package
PIT STOP DRIVE THRU,1120 E CANAL ST,NELSONVILLE,OH,457641320,17407534744,Package
CATAWBA MOORINGS{BR}{SE},2313 N EAST CATAWBA RD,PORT CLINTON,OH,43452,4197974775,Package
ANDERSONS GENERAL    BEER,7000 BENT TREE BLVD,COLUMBUS,OH,432354981,16147669500,Package
PRIMO'S DELI,1707 WOOSTER AVE.,AKRON,OH,44320,3307459056,Package
SHOREGATE BEVERAGE & LIQU,255 SHOREGATE MALL,WILLOWICK,OH,44095,4409442466,Package
GIANT EAGLE 6538 LANCASTE,1394 ETY SHOPS WAY,LANCASTER,OH,43130,17406544765,Package
ZIP-IN-DRIVE THRU,4750 S. CHARLESTON PIKE,SPRINGFIELD,OH,45502,19373233891,Package
302 C/O,302 S MAIN,ADA,OH,45810,4196348671,Package
COUNTRY FRESH MARKET,8315 BEECHMOUNT AVE,CHERRY GROVE,OH,45255,15134749167,Package
LA CUVEE  (TASTE),2317 LEE RD.,CLEVELAND HTS,OH,44118,2169323170,Package
DAIRY FAMILY,184 W 5TH AVE,COLUMBUS,OH,432013272,16142940544,Package
PORTAGE LAKES BREWING CO,503 PORTAGE LAKES DRIVE,AKRON,OH,44319,13306442337,Package
SOUTH SIDE SIX-B GREEN,737 S MAIN ST,BOWLING GREEN,OH,43402,4193528639,Package
VINTAGE ESTATE WINE&BEER,7317 SOUTH AVE.,BOARDMAN,OH,44512,3306298080,Package
CHIEFS SUPER 1 CELINA,221 SUMMIT ST,CELINA,OH,45822,14195864268,Package
HILLS MARKET,7860 OLENTANGY RIVER RD,WORTHINGTON,OH,432351354,16148463220,Package
WESTEND TAVERN FINDLAY,506 W MAINCROSS,FINDLAY,OH,45840,4241640,Package
WESLEYS BAR & GRILL,1201-03 ADAMS/12TH STREET,TOLEDO,OH,43604,4192553333,Package
IRON HORSE SALOON,13468 MAIN MARKET RD,BURTON,OH,44021,0,Package
KROGER 915-D ANDERSON,7580 BEECHMONT AVE,ANDERSON TWP,OH,45255,15132334400,Package
GIANT FOOD - HAVERTOWN,116 W. TOWNSHIP LINE ROAD,HAVERTOWN,PA,19083,6104491161,Package
FRANK AUSTIN,3905 RIDGE PIKE,COLLEGEVILLE,PA,19426,6104899432,Package
WEGMANS WARRING 036,1405 MAIN STREET,WARRINGTON,PA,18976,2159183900,Package
GIANT FOOD #6447,2300 LINGLESTOWN RD,HARRISBURG,PA,171109534,7175450489,Package
BREWER'S OUTLET (GERMAN),7401 GERMANTOWN AVEN,PHILADELPHIA,PA,19119,2152471265,Package
PORTERS PUB,700 NORTHAMPTON ST,EASTON,PA,18042,6102506561,Package
PARKTOWNE BEVERAGE,310 N. LEWIS RD.,ROYERSFORD,PA,19468,6109480970,Package
SAMPLES-OFF PREMISE PLAN,710 EAST MAIN STREET,NORRISTOWN,PA,19401,6102750285,Package
BLUE COMET BAR & GRL,106 S. EASTON ROAD,GLENSIDE,PA,19038,2155729780,Package
HARLEYSVILLE BEV INC,337 MAIN ST,HARLEYSVILLE,PA,19438,2152569699,Package
FLORY DISTRIBUTING CO,725 S BROAD ST,LITITZ,PA,17543,7176262269,Package
EPHRATA BEVERAGE MART,36 N READING RD,EPHRATA,PA,17522,7177336933,Package
WEGMANS #46 MALVERN,50 FOUNDRY WAY,MALVERN,PA,19355,4849139600,Package
EXTON BEVERAGE,310 E LINCOLN HWY,EXTON,PA,19341,6103637020,Package
BIG TOP,1555 EASTON RD.,ROSLYN,PA,19001,2156595445,Package
HIGH STREET CAFE,322 SOUTH HIGH ST,WEST CHESTER,PA,19381,6106967435,Package
BREWERS OUTLET 202,257 WILMINGTON PK,CHADDSFORD,PA,19317,6104598228,Package
MORGANTOWN BEVERAGE INC.,3740 MAIN STREET,MORGANTOWN,PA,19543,6102860020,Package
AMBLER BEVERAGE EXCHANGE,259 EAST BUTLER AVE,AMBLER,PA,19002,2674704854,Package
GIANT #6116 (DILWORTH PL),1393 DILWORTH CROSSING,WEST CHESTER,PA,19382,6104312351,Package
SHANGY BEVERAGE,40 E MAIN STREET,EMMAUS,PA,18049,6109671701,Package
BEER MART - READING,301-307 MORGANTWN RD,READING,PA,19611,6103767341,Package
BELLA VISTA,755 SOUTH 11TH STREET,PHILADELPHIA,PA,19147,2156276465,Package
LITTLE BEVERAGE DIST,1224 LANCASTER AVE,COLUMBIA,PA,17512,7176842714,Package
WAYWOOD BEVERAGE,624 MILLERS HILL,KENNETT SQUARE,PA,19348,6104445222,Package
NEWTOWN SUDS,3517 W. CHESTER PIKE,NEWTOWN SQUARE,PA,19073,2679928291,Package
SILVER SPRING BEVERAGE,6485 CARLISLE PIKE,MECHANICSBURG,PA,170552377,7176970020,Package
WEGMANS #45,6416 CARLISLE PIKE  ST 20,MECHANICSBURG,PA,17050,0,Package
WEGMANS COLLEGE 043,600 COMMERCE DRIVE,COLLEGEVILLE,PA,19426,4849021500,Package
TOWAMENCIN BEVERAGE,1550 SUMNEYTOWN PIKE,KULPSVILLE,PA,19443,2153622358,Package
THE BATDORF RESTAURANT,245 MAIN ST,ANNVILLE,PA,17003,7178670113,Package
NORTH END BEVERAGE,1474 N CHARLOTTE ST.,POTTSTOWN,PA,19464,6109701877,Package
FENICE CREOLO,902 VILLAGE AT ELAND,PHOENIXVILLE,PA,19460,6109333993,Package
ROOT BEER DIST,537 W MAIN ST REAR,MOUNT JOY,PA,17552,7176534100,Package
BELL BEVERAGE,2809 S. FRONT STREET,PHILADELPHIA,PA,19148,2154680222,Package
MR DUNDERBAKS,121 LV MALL,WHITEHALL,PA,18052,6102644963,Package
NIPPERS,2453 W. MAIN STREET,NORRISTOWN,PA,19401,6106307818,Package
FIBBERS BEVERAGE,198 SOUTH MACDADE BLVD.,DARBY,PA,19023,6102376662,Package
BOOM A RANG BEVERAGE,2604 DEARBORN ST,EASTON,PA,18042,6102528241,Package
BRESKI BEVERAGE,1170 EISENHOWER BLVD.,HARRISBURG,PA,171112312,7179394831,Package
CHAR'S,1829 N FRONT ST,HARRISBURG,PA,17102,7172134002,Package
DENVER BEER DIST INC,4 MAIN ST,DENVER,PA,17517,7173362277,Package
BREWER'S BAR & GRILL,101 S. 3RD AVENUE,WEST READING,PA,19611,6103758760,Package
BEER KING,2957 N 7TH ST,HARRISBURG,PA,171102109,7172342964,Package
GLENN MILLERS BEER & SODA,1029 MARKET STREET,LEMOYNE,PA,170431414,7177372363,Package
EAST FALLS BEV,4024 RIDGE AVEUE,PHILADELPHIA,PA,19129,2158445600,Package
BENSALEM BEER & SODA,1919 STREET RD,BENSALEM,PA,19020,2156394790,Package
BEVERAGE EXPRESS,1021 RITNER HIGHWAY,CARLISLE,PA,17013,7172412337,Package
BEER & BEVERAGE SHOPPE,241 W ROSEVILLE RD SUITE1,LANCASTER,PA,17603,7175196670,Package
SIX PACK STORE (M-F),7015 ROOSEVELT BLVD.,PHILADELPHIA,PA,19149,2153386384,Package
SUPER BEV. WAREHOUSE,5042 EDGMONT AVE,BROOKHAVEN,PA,19015,6108768000,Package
BEER YARD,218 E LANCASTER AVE,WAYNE,PA,19087,6106883431,Package
BOBS MONTGOMERY BEER,408 DOYLESTOWN PIKE,MONTGOMERYVILLE,PA,18936,2158559191,Package
NEWTOWN BEER STORE,10 WEST CENTRE AVENUE,NEWTOWN,PA,18940,2155796337,Package
UNION STATION GRILL,173 S 4TH ST,COLUMBIA,PA,17512,7176841111,Package
NORTH PENN BEV.INC,39 WASHINGTON AVENUE,SOUDERTON,PA,18964,2157231147,Package
EPPS BEVERAGE,80 W RIDGE PIKE,ROYERSFORD,PA,19468,6104897555,Package
FRENCH QUARTER BISTRO,215 MAIN ST.,ROYERSFORD,PA,19468,6107927292,Package
BRASS RAIL BEVERAGE INC,2828 HORSESHOE PK,CAMPBELLTOWN,PA,17010,7178389200,Package
BREWERS OUTLET BUTLER,111 BUTLER AVE,LANCASTER,PA,17601,7173926882,Package
TANGIER'S,1801 LOMBARD ST.,PHILADELPHIA,PA,19146,2157325006,Package
BEER WORLD - TMI DIST,1409 EASTON RD,ROSLYN,PA,19001,2156590891,Package
DOC'S WORLD OF BEERS,701 CATHEDRAL ROAD,PHILADELPHIA,PA,19128,2154824338,Package
EMPLOYEE SALES,660 DELP RD,LANCASTER,PA,17601,7175699200,Package
SHIPPENSBURG BEVERAGE,PO BOX 680,SHIPPENSBURG,PA,172570680,7175322337,Package
KING PIN BEVERAGES LLC,6750 IROQUOIS TRL UNIT 12,ALLENTOWN,PA,18104,6103980500,Package
WHEATLAND DIST,1701 COLUMBIA AVE,LANCASTER,PA,17603,7173975121,Package
SOUTHERN SPIRITS DISCOUNT BEV,9989 CHARLOTTE HWY,FORT MILL,SC,29715,8035488888,Package
FRUGAL MAC DOOGAL'S,3630 FESTIVAL DR,FORT MILL,SC,29715,8035486634,Package
PUBLIX #1412,8356 CHARLOTTE HWY,INDIANLAND,SC,29707,8035489000,Package
PUBLIX #1419,928 GOLD HILL RD,FORT MILL,SC,29708,8035487900,Package
STATELINE ELITE,9804 A CHARLOTTE HWY,FORT MILL,SC,29707,7046341726,Package
HOUSE SALES,110 CARMEL RD,ROCK HILL,SC,29730,8033241180,Package
Non-retail sales,P.O. BOX 10821,Rock Hill,SC,,0,Package
LITTLE GIANT #6,4001 CELANESE RD,ROCK HILL,SC,29730,8033277250,Package
THE SOUTHERN,150 3RD AVENUE SOUTH,NASHVILLE,TN,372010000,6152569596,Package
DISCOUNT TOBACCO & BEVERAGES,620 S JEFFERSON AVE STE 106,COOKEVILLE,TN,385010000,9313721272,Package
JACK DANIELS-OP,2800 OPRYLAND DRIVE,NASHVILLE,TN,372140000,8891000,Package
COST PLUS #326,2615 MEDICAL CENTER PKWY #2400,MURFREESBORO,TN,371290000,6158981393,Package
ZIM CORP % MAC DOOGAL'S,701 DIVISION ST.,NASHVILLE,TN,372030000,2423863,Package
COST PLUS #300,6728 CHARLOTTE PIKE,NASHVILLE,TN,372090000,3560160,Package
COST PLUS WORLD MARKET #320,2200 HAMILTON PLACE BLVD.,CHATTANOOGA,TN,37421,0,Package
TWO BOOTS PIZZA,1925 BROADWAY,NASHVILLE,TN,372030000,6153404343,Package
POUR VOUS BEER MARKET,263 INDIAN LAKE BLVD,HENDERSONVILLE,TN,370750000,6155907094,Package
4 WAY MARKET,1401 FATHERLAND STREET,NASHVILLE,TN,372060000,6152280024,Package
4 STOP MARKET II,1401 WOODLAND ST,NASHVILLE,TN,372060000,2264831,Package
MANCHESTER TOBACCO & BEVERAGE,1854 HILLSBORO BLVD,MANCHESTER,TN,373550000,9317280049,Package
COST PLUS #342,1006 ANDREWS RUN,HENDERSONVILLE,TN,370750000,0,Package
MIDTOWN BEVERAGES & MORE,1608 CHURCH ST,NASHVILLE,TN,372030000,3299214,Package
CRAFT BREWED MARKET,2502 FRANKLIN PIKE,NASHVILLE,TN,372040000,6156635676,Package
DRIFTERS,1008 WOODLAND STREET SUITE-B,NASHVILLE,TN,372060000,6152622776,Package
BEER DEPOT,2002 E MAIN STREET,MURFREESBORO,TN,371300000,6158902337,Package
MT JULIET BEER COMPANY,11125 LEBANON PIKE,MT JULIET,TN,371220000,6157732124,Package
EXPRESS FOODMART,1101 WOODLAND ST,NASHVILLE,TN,372060000,2620203,Package
WHSE. BREAKAGE,LIPMAN BROS.  INC.,NASHVILLE,TN,372100000,0,Package
HOLIDAY BEER & CIGARS,110 ROYAL OAKS BLVD,FRANKLIN,TN,370670000,6157910602,Package
TREMONT TAVERN,1203 HIXSON PIKE,CHATTANOOGA,TN,37405,0,Package
THE STONE FOX,712 51ST AVENUE NORTH,NASHVILLE,TN,372090000,6155541984,Package
WHOLE FOODS MARKET,4021 HILLSBORO PIKE,NASHVILLE,TN,372150000,6154405100,Package
ENZOS MARKET,1501 LONG STREET,CHATTANOOGA,TN,37408,0,Package
ELEMENTAL,313 MANUFACTURER'S ROAD,CHATTANOOGA,TN,37405,0,Package
96 TOBACCO & BEER DEPOT,2015-A LASCASSAS PIKE,MURFREESBORO,TN,371300000,9018329168,Package
DOLLARWAY TOBACCO & BEER,136 BEAR CREEK PK. BLD G,COLUMBIA,TN,384010000,9312235867,Package
KWIK SAK #625,2804 WEST END AVENUE,NASHVILLE,TN,372030000,4248448,Package
CRAWDADDY'S,53 WEST BROAD ST,COOKEVILLE,TN,385030000,9315264660,Package
CORNER PUB FRANKLIN,1916 COLUMBIA AVE,FRANKLIN,TN,370643922,6155957447,Package
H G HILLS #86,2498 HWY 49-E,PLEASANT VIEW,TN,371460000,6157468214,Package
CHAPPY'S SEAFOOD RESTAURANT,1721 CHURCH STREET,NASHVILLE,TN,372030000,6153229932,Package
GREENBRIER QUICK STOP,2300 HWY 41 SOUTH,GREENBRIER,TN,370730000,6158632084,Package
STONES RIVER BEVERAGE MART,208 NO THOMPSON LANE STE A,MURFREESBORO,TN,371290000,8954449,Package
SAM'S DISCOUNT TOBACCO,4010 HILLSBORO PIKE,NASHVILLE,TN,372150000,6156864782,Package
BEER AND CIGAR EMPORIUM,115 FAST LANE SUITE-2,BAXTER,TN,385440000,9318582337,Package
CAMILLE'S MARKET,1145 GALLATIN AVE,NASHVILLE,TN,372060000,0,Package
STOGIE'S ALES AND FINE CIGARS,1800 CAROTHERS PARKWAY,BRENTWOOD,TN,370640000,6153777727,Package
B & E CONVIENENCE STORE,531 MARKET ST,DAYTON,TN,37321,0,Package
EASY IN-N-OUT,3800 HUNTERS POINT PIKE,LEBANON,TN,370870000,6154195466,Package
LUPI'S,9453 BRADMORE LANE  SUITE 109,CHATTANOOGA,TN,37363,0,Package
GRAYMERE CLUB,2100 COUNTRY LANE,COLUMBIA,TN,384010000,9313884455,Package
NASHVILLE MARRIOTT HOTEL,600 MARRIOTT DR,NASHVILLE,TN,372140000,8899300,Package
STOP & SHOP TOBACCO & BEER,73 WHITE BRIDGE ROAD,NASHVILLE,TN,372050000,6156799012,Package
WHSE. UNSALEABLE,LIPMAN BROS.  INC.,NASHVILLE,TN,372100000,0,Package
RICK'S MARKET,605 SOUTH 19TH STREET,NASHVILLE,TN,372060000,6155930778,Package
SUPERMART II,501 GARRET COURT,GALLATIN,TN,370660000,9319808189,Package
JIMMY G'S CAJUN SEAFOOD,307 N SAM HOU PKWY E,HOUSTON,TX,77060,2819317654,Package
TIBIDEAUX'S NEW ORLEANS KITCHEN,5555 CALDER AVE  STE B,BEAUMONT,TX,77706,4093471256,Package
HOUSTON BEER FESTIVAL,900 SMITH,HOUSTON,TX,77002,8327972514,Package
KROGER #950,1600 N. 16TH STREEET,ORANGE,TX,776300000,4098838521,Package
SCHILLECI'S NEW ORLEANS,9595 SIX PINES DR,THE WOODLANDS,TX,77380,2814194242,Package
FLYING SAUCER DRAUGHT EMP,15929 CITY WALK,SUGAR LAND,TX,77479,7132289472,Package
SPEC'S LIQUOR #31,5876 EASTEX FRWY.,BEAUMONT,TX,77708,4098355931,Package
SPEC'S LIQUOR #00,2410 SMITH,HOUSTON,TX,77006,7135268787,Package
GOODY GOODY #91 WHOLESALE,1950 FM 407,HIGHLAND VILLAGE,TX,75077,0,Package
SPECS #075,2500 E CENTRAL TX EXPWY,KILLEEN,TX,76543,616587254,Package
H.E.B. PANTRY #589,4800 HWY 365,PORT ARTHUR,TX,77642,4097221369,Package
KHON'S,2808 MILAM,HOUSTON,TX,77006,7135237775,Package
WORLD MARKET #101,1620 LAKE WOODLANDS DRIV,THE WOODLANDS,TX,77380,2814198300,Package
WORLD MARKET #228,239 CURTIS MATHIS WAY,ARLINGTON,TX,760180000,540182817,Package
H.E.B. PANTRY #048,3025 N DOWLEN ROAD,BEAUMONT,TX,77706,4098662007,Package
SPECS #107,6816 SLIDE ROAD,LUBBOCK,TX,79400,676141806,Package
KROGER #398,2750 LEAGUE CITY PARKWAY,LEAGUE CITY,TX,77573,2815212560,Package
H.E.B. #092,6106 N. NAVARRO,VICTORIA,TX,77904,3615789891,Package
SPEC'S #139,24417 KATY FREEWAY,KATY,TX,77494,2813945780,Package
COST PLUS WORLD MKT #229,5319 FM 1960 W,HOUSTON,TX,77069,2818809777,Package
GUMBO BAR,2105 POSTOFFICE,GALVESTON,TX,77550,7135182009,Package
LITTLE DADDY'S GUMBO BAR,1516 FM 646W,LEAGUE CITY,TX,77573,4097448626,Package
KROGER #321,3100 HWY 35 SOUTH,ALVIN,TX,77511,2813883400,Package
SPECS #150,9500 N CENTRAL EXPWY #200,DALLAS,TX,75231,0,Package
HARLEY' CUT RATE LIQUOR,1302 LOOP 281 WEST,LONGVIEW,TX,756040000,765684214,Package
SPECS #061,4970 WEST HWY 290,AUSTIN,TX,787350000,366826512,Package
WISMER DISTRIBUTORS INC.,600 S. MAIN,BAYTOWN,TX,77520,7138694361,Package
TOTAL WINE SPIRITS BEER & MORE,9350 N CENTRAL EXWY,DALLAS,TX,75231,542702812,Package
SIGELS LIQUOR #4,3209 N FITZHUGH AVE,DALLAS,TX,752040000,350127214,Package
SWAMP'S,26440 FM 1093 SUITE 490,KATY,TX,77406,2812390833,Package
BELDEN'S,99 BRAESWOOD SQUARE,HOUSTON,TX,77096,7137235670,Package
S & K BEVERAGES,101 W SPRING CREEK PKWY,PLANO,TX,750230000,932101972,Package
DOC'S #185,7020 QUAKER AVENUE,LUBBOCK,TX,79423,796735806,Package
ACES HIGH PACKAGE STORE,319 S MAIN ST,WINONA,TX,75792,0,Package
ROBBIN EXPRESS,29601 ROBINSON RD STE A,CONROE,TX,77385,8325452578,Package
H.E.B. PANTRY #558,701 W PARKWOOD,FRIENDSWOOD,TX,77546,2819969967,Package
SPEC'S LIQUOR #39,4102 FM 762,RICHMOND,TX,77469,2812380776,Package
QUALITY LICENSING #1098,400 TINEY BROWNING BLVD,PORT LAVACA,TX,77979,3615536421,Package
ZACHARY'S CAJUN CAFE,716 KINGWOOD DR,KINGWOOD,TX,77339,12813592256,Package
CRAW DADDYS #2,414 STARR ST,CORPUS CHRISTI,TX,78401,883543361,Package
WORLD OF BEER,5005 S COOPER ST #183,ARLINGTON,TX,76017,765438817,Package
SPEC'S LIQUOR #5,8102 WESTHEIMER,HOUSTON,TX,77063,7136753425,Package
SPECS #060,5775 AIRPORT BLVD,AUSTIN,TX,787520000,366830512,Package
H.E.B. #23/618,5910 BABCOCK RD,SAN ANTONIO,TX,78240,2106416403,Package
GOODY GOODY #26,4701 COLLEYVILLE BLVD,COLLEYVILLE,TX,76034,644294972,Package
WORLD MARKET #218,7616 DENTON HIGHWAY,WATAUGA,TX,761480000,0,Package
HEB #491 CENTRAL MARKET,3815 WESTHEIMER,HOUSTON,TX,77027,7133861700,Package
SPEC'S LIQUOR #22,7034 FM 1960 RD E,HUMBLE,TX,77346,7138694361,Package
KALLIOPE'S PO BOY,2130 JEFFERSON,HOUSTON,TX,77003,7132228333,Package
SPEC'S LIQUOR #8,1640 S MASON RD,KATY,TX,77450,2813956262,Package
SPECS #062,10515 N MOPAC EXPWY,AUSTIN,TX,787350000,342689512,Package
PRIMOS CRAFT BEER,3233 N MESA SUITE 101,EL PASO,TX,79902,0,Package
HEB FOOD STORE #583,9100 WOODWAY DR,WOODWAY,TX,767120000,0,Package
KROGER #373,2301 RAYFORD ROAD,SPRING,TX,77386,8328130300,Package
WORLD MARKET #102,5500 GREENVILLE AVE,DALLAS,TX,752060000,0,Package
COST PLUS WORLD MKT #258,1001 W. BAY AREA,WEBSTER,TX,77598,2813161069,Package
FLYING SAUCER- GARLAND,4821 BASS PRO DRIVE,GARLAND,TX,75043,226072972,Package
GABRIEL'S LIQUOR & WINE,1309 LOOP 1604 NORTHWEST,SAN ANTONIO,TX,78258,2104928585,Package
WORLD OF BEER,23501 CINCO RANCH BLVD #B,KATY,TX,77494,3172130916,Package
HEB FOOD STORE #069,5313 SARATOGA,CORPUS CHRISTI,TX,78414,980099361,Package
SPEC'S LIQUOR #56,22508 HWY 249,HOUSTON,TX,77070,2813797383,Package
H.E.B. #32/623,9238 W LOOP 1604 NORTH,SAN ANTONIO,TX,78254,2109388357,Package
SPEC'S LIQUOR #55,14315 CYPRESS ROSEHILL RD,CYPRESS,TX,77429,2813732999,Package
SPEC'S LIQUOR #06,1023 BAY AREA BLVD,HOUSTON,TX,77058,2814869558,Package
WESTERN BEVERAGES LIQUOR,2809 E MAIN ST. STE 100,UVALDE,TX,78801,2102253044,Package
L&F DISTRIBUTORS,601 19TH ST. NORTH,CORPUS CHRISTI,TX,78408,0,Package
GOODY GOODY LIQUOR #41,9805 FM 1960 W BYPASS,HUMBLE,TX,77338,2814460763,Package
KROGER #014,12605 IH 45 NORTH,WILLIS,TX,77318,9368908028,Package
SPEC'S LIQUOR #67,5108 N. NAVARRO,VICTORIA,TX,77904,3615765400,Package
GOODY GOODY LIQUOR #40,2680 HWY 6 SOUTH,HOUSTON,TX,77082,2147656853,Package
SPEC'S LIQUOR #19,17410 NORTHWEST FREEWAY,HOUSTON,TX,770401002,7139838827,Package
SPEC'S LIQUOR #15,25044 IH 45 NORTH,SPRING,TX,77386,2813629131,Package
WORLD MARKET #080,1317 HWY 114 WEST,GRAPEVINE,TX,760510000,0,Package
SPEC'S LIQUOR #32,243 U FM 2094,KEMAH,TX,77565,8884335727,Package
SPECS DICORTES #068,5625 SO. PADRE ISLAND DR.,CORPUS CHRISTI,TX,78412,884888361,Package
PETERS CUT RATE #6,3202 7TH STREET,BAY CITY,TX,774140000,9792443517,Package
SPEC'S LIQOUR #53,8416 KATY FREEWAY,SPRING VALLEY,TX,77024,7134638111,Package
SPEC'S LIQUOR #23,5130 RICHMOND AVENUE,HOUSTON,TX,77056,8325182850,Package
GOOD TIME STORE #70,12900 EDGEMERE BLVD,EL PASO,TX,79925,282551512,Package
BROOKSHIRE BROS #9,5249 FRANZ ROAD,KATY,TX,77493,2813917051,Package
BROOKSHIRE BROTHERS #48,18535 FM 1488,MAGNOLIA,TX,77354,2812590166,Package
EXIT 73 BAR & GRILL,24714 IH 45N SUITE 101,SPRING,TX,77386,2819950486,Package
SPEC'S LIQUOR #16,196 SOUTH GULF FREEWAY,LEAGUE CITY,TX,77573,2813162140,Package
WORLD MARKET #213,1400 LOOP 288,DENTON,TX,762050000,0,Package
SPEC'S LIQUOR #1,1420 KINGWOOD DR,KINGWOOD,TX,77339,2813597115,Package
WORLD MARKET #135,4701 WEST FREEWAY,FORT WORTH,TX,761070000,0,Package
HYDE PARK MINI'S FOOD MART,4429 DUVAL STREET,AUSTIN,TX,78751,524421512,Package
COST PLUS WORLD MKT #324,17414 LA CANTERA PARKWAY,SAN ANTONIO,TX,78257,2106416052,Package
SPEC'S LIQUOR #30,1420 LOOP 336 WEST #100,CONROE,TX,77302,9364417161,Package
GOODY GOODY #10,14851 INWOOD ROAD,ADDISON,TX,750010000,765687214,Package
QUALITY LICENSING #330,9002 N. NAVARRO,VICTORIA,TX,77904,5125730041,Package
KROGER #308,11003 SHADOW CREEK PARKWAY,PEARLAND,TX,77584,4097400000,Package
RILEY EXPRESS,1827 RILEY FUZZEL RD 'B',SPRING,TX,77386,2812885366,Package
WORLD MARKET #252,2851 CRAIG DR,MCKINNEY,TX,750700000,0,Package
MARKET BASKET #17,864 MAGNOLIA,PORT NECHES,TX,776513712,4097271429,Package
LUKE SAN ANTONIO REST.,125 E. HOUSTON,SAN ANTONIO,TX,78205,2102275853,Package
GOODY GOODY #16 LTLE ELM,103 FM 423,LITTLE ELM,TX,750680000,0,Package
COST PLUS WORLD MKT #62,5125 RICHMOND,HOUSTON,TX,77056,7139638833,Package
RILEY LIQUOR,1827 RILEY FUZZELL RD,SPRING,TX,77386,8324036852,Package
ORLEANS SEAFOOD KITCHEN,20940 KATY FRWY SUITE G,KATY,TX,77449,2816460700,Package
SPANKY'S LIQUOR #1,1302 MAGNOLIA AVENUE,PORT NECHES,TX,776510000,4097277272,Package
D & Q MINI MART,806 RICHMOND AVENUE,HOUSTON,TX,77006,7135264451,Package
B.B. ROVER'S CAFE & PUB,12636 RESEARCH BLVD. #B10,AUSTIN,TX,78759,555121999,Package
WORLD OF BEER,5600 SMU BLVD,DALLAS,TX,75206,444448214,Package
SPEC'S LIQUOR #17,27620 HWY 249 STE B3,TOMBALL,TX,77375,2813516007,Package
TOTAL WINE SPIRITS BEER & MORE,5200 SOUTH HULEN STREET,FORT WORTH,TX,76132,795100301,Package
SPEC'S LIQUOR #109,18434 HWY 105 WEST,MONTGOMERY,TX,77356,9365825406,Package
RANDALLS BEV. CO. #2961,9660 WESTHEIMER,HOUSTON,TX,77063,7137830733,Package
SIGELS LIQUOR #5,15003 INWOOD ROAD,ADDISON,TX,750013737,350127214,Package
COST PLUS WORLD MKT #341,23010 HWY 281 NORTH,SAN ANTONIO,TX,78258,2104810145,Package
SPEC'S LIQUOR #12,14625 MEMORIAL DR,HOUSTON,TX,77079,2818709778,Package
WOODS FOOD MART,735 STUDEWOOD,HOUSTON,TX,77007,7138692906,Package
BROOKSHIRE BROTHERS #73,21005 EVA STREET,MONTGOMERY,TX,77356,9365978000,Package
SPEC'S LIQUOR #2,11990 WESTHEIMER,HOUSTON,TX,77077,2814970413,Package
SPECS #063,201 UNIVERSITY OAKS BLVD.,ROUND ROCK,TX,786640000,341906512,Package
SPEC'S LIQUOR #71,3902 BISSONET,HOUSTON,TX,77005,7138694361,Package
TRUELOVE MGMT LLC,1826 LAKE SHORE DR,WACO,TX,76708,577547512,Package
DIXIE DNCE/TEQUILA ROK/VAIN,234-36 CROCKET ST. INCL.260,BEAUMONT,TX,77701,4098337999,Package
GOODY GOODY #11,5285 HWY 121,THE COLONY,TX,750560000,765687214,Package
WORLD MARKET #184,3888 OAK LAWN AVE,DALLAS,TX,752190000,0,Package
