title,address,city,state,zipcode,type
LANDMARK 1850 INN,5905 S HOWELL AVE,MILWAUKEE,WI,53207,Draft
METEDECONK NATIONAL G.C.,50 HANNAH HILL ROAD,JACKSON,NJ,08527,Draft
DEMARINIS,N88 W15229 MAIN ST,MENOMONEE FALLS,WI,53051-313,Draft
SHAKERS CIGAR BAR&WLDCAFE,422 S 2ND ST,MILWAUKEE,WI,53204,Draft
METUCHEN GOLF COUNTRY CL,244 PLAINFIELD RD,EDISON,NJ,088200000,Draft
BIRCHWOOD GRILL,7515 125TH AVENUE,KENOSHA,WI,53142,Draft
SONS OF LIBERTY TAVERN,85 NORTH POLICY ROAD,SALEM,NH,03079,Draft
BOTTLE KING LEDGEWOOD,280  RT. 10,SUCCASUNNA,NJ,078760000,Draft
LIQUOR BARN,1051 FLORENCE COLUMBUS,BORDENTOWN,NJ,08505,Draft
STONEY BROOK GRILLE,1285 ROUTE 28,SOMERVILLE,NJ,088760000,Draft
SACRED HEART GERMAN FEST,114 S ELIZABETH,LOMBARD,IL,60148,Draft
GOODY GOODY LIQUOR INC,824 S CENTRAL EXPRESSWAY,ANNA,TX,75409,Draft
MAXIMILIAN'S-00057,8141 STATE RD 52,HUDSON,FL,34667,Draft
THE VARSITY CLUB,12400 W BELOIT ROAD,NEW BERLIN,WI,53151,Draft
GERMAN AMERICAN CLUB,215 UNCLE PETE RD,TRENTON,NJ,08691,Draft
RIVOLI'S GRILL & CHILL,8-16 RAMTOWN GREENVILLE R,HOWELL,NJ,07731,Draft
ULYSSES AMERICAN GASTRO,1716 MARSH ROAD,WILMINGTON,DE,19810,Draft
BRISTOL RENAISSANCE FAIRE,12550 120TH AVENUE,KENOSHA,WI,531427337,Draft
Khayat Lakehouse L.B.,525 ROCKLAND RD.,Lake Bluff,IL,60044,Draft
THE CAMBRIDGE,1508-10 SOUTH STREET,PHILADELPHIA,PA,19146,Draft
WORLD OF BEER,1601 SHERMAN AVENUE,EVANSTON,IL,60201,Draft
BOWL & BARREL,8084  PARK,DALLAS,TX,752316029,Draft
TILTED KILT,826 W. DEKALB PIKE,KING OF PRUSSIA,PA,19406,Draft
MEADOWBROOK COUNTRY CLUB,2149 N GREEN BAY ROAD,RACINE,WI,53405,Draft
HASKELL'S LIQUOR-STILLWTR,2225 CURVE CREST BLVD,STILLWATER,MN,55082,Draft
WINE CASTLE,33415 SEVEN MILE,LIVONIA,MI,48152,Draft
DEUCE'S &THE DIAMOND CLUB,3505 N CLARK ST,CHICAGO,IL,60657,Draft
B & J PIZZA #1 (FT),6335 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78412,Draft
MAYFLOWER INN & SPA,118 WOODBURY RD,WASHINGTON,CT,067930000,Draft
DISCOVER WINE,66 WEST MAIN ST.,SOMERVILLE,NJ,088760000,Draft
DONNELLY'S PUBLIC HOUSE,1 S. WATER STREET,FAIRPORT,NY,14450,Draft
KURTZ'S,1410 WASHINGTON STREET,TWO RIVERS,WI,54241,Draft
WORLD OF BEER-11337,12904 N DALE MABRY HWY,TAMPA,FL,33618,Draft
GERMAN AMERICAN CLUB,4165 LAKESIDE DR,JACKSONVILLE,FL,32210,Draft
LAKEWOOD MAENNERCHOR,90 LANESMILL RD-BOX 118,HOWELL,NJ,07731,Draft
BAVARIAN GRILL ASSOC.,221   PARKER ROAD,PLANO,TX,75023,Draft
WHITE DEER WINE & SPIRITS,1801 SUPERIOR ST,THREE LAKES,WI,54562,Draft
VILLAGE PIZZA &PUB-CVILLE,145 NORTH KENNEDY DRIVE,CARPENTERSVILLE,IL,60110,Draft
WOOL STREET GRILL & SPORTS BAR,128 WOOL STREET,BARRINGTON,IL,60010,Draft
DURBINS OF EVERGREEN,10244 S KEDZIE AVE,EVERGREEN PARK,IL,60805,Draft
BUFFALO WILD WINGS-GENEVA,820 COMMONS DRIVE,GENEVA,IL,60134,Draft
SAVANNA HOUSE,38905 ROUTE 41,Wadsworth,IL,60083,Draft
MULLIGANS IRISH P&G,8933 S 27TH ST,FRANKLIN,WI,53132,Draft
RIDER UNIVERSITY  THE PUB,2083 LAWRENCEVILLE RD,LAWRENCEVILLE,NJ,08648,Draft
KICKOFF SPORTS BAR,4630 W LAWRENCE AVE,CHICAGO,IL,60630,Draft
TOWN COUNTRY LIQUOR,US HWY 51 N,HURLEY,WI,54534,Draft
ST MARTINS INN - WEGNER'S,11318 W ST MARTINS RD,FRANKLIN,WI,53132,Draft
SENOR WONG,111 EAST KELLOGG BLVD,ST. PAUL,MN,55101,Draft
DEUTSCHER CLUB OF CLARK,787 FEATHERBED LANE,CLARK,NJ,070660000,Draft
DAYS INN-BLUEMOUND GARDENS REST,11811 W BLUEMOUND RD,WAUWATOSA,WI,53226,Draft
EPP'S BEVERAGE,80 WEST RIDGE PIKE,LIMERICK,PA,19468,Draft
OKO'S OUTPOST,219 GRANT ST,WARRENS,WI,54666,Draft
RUDOLPH'S,1933 SO LYNDALE AVE,MINNEAPOLIS,MN,55403,Draft
J P HENLEYS,10-A MARINE STREET,SAINT AUGUSTINE,FL,32084,Draft
GALWAY ARMS,2442 N CLARK ST,CHICAGO,IL,60614,Draft
RICHBORO BEER & SODA,1078 2ND STREET PIKE,RICHBORO,PA,18954,Draft
WINE COUNTRY - NEWTON,49 HAMPTON HOUSE ROAD,NEWTON,NJ,07860,Draft
TIMOTHY O'TOOLES,5572 GRAND AVE.,Gurnee,IL,60031,Draft
Mickey Finn's,412 N MILWAUKEE AVE,Libertyville,IL,60048,Draft
YARD ARM BAR AND GRILL,920 ERIE STREET,RACINE,WI,53404,Draft
MARK'S EAST SIDE,1405 E WISCONSIN AVENUE,APPLETON,WI,54911,Draft
BANNERMANS SPORTS GRILL,858 SOUTH RT. 59,BARTLETT,IL,60103,Draft
HAPPY TAP,6801 W BELOIT RD,WEST ALLIS,WI,53219,Draft
REICHENBACH,5 WEST 37TH STREET,NEW YORK,NY,10018,Draft
BOONE'S LONG LAKE INN,7208 SECOR RD,TRAVERSE CITY,MI,49684,Draft
FLINT'S INN,4708 22ND AVENUE,KENOSHA,WI,53140,Draft
THE SPOT PIZZA GRILL,952  LAKEWOOD RD,TOMS RIVER,NJ,08753,Draft
STONE SOUP CAFE-07332,4122 16TH ST N,ST PETERSBURG,FL,33703,Draft
CHANCERY PUB 27TH  #105,4624 S 27TH ST,MILWAUKEE,WI,53221,Draft
MIKEY'S,10936 SHERIDAN ROAD,PLEASANT PRAIRIE,WI,53158,Draft
Gerst Bavarian Haus,2100 W Franklin St,Evansville,IN,47712,Draft
BUFFALO WILD WINGS #330,7130 CERMAK RD.,BERWYN,IL,60402,Draft
57 BAR,5632 W BURNHAM ST,WEST ALLIS,WI,53219,Draft
VILLAGE TAVERN,135 OLD MCHENRY RD.,Long Grove,IL,60047,Draft
BOSCOS SOCIAL CLUB,260 W MAIN STREET,WAUKESHA,WI,53186,Draft
COSMOS,980 TRENTON ROAD,FAIRLESS HILLS,PA,19030,Draft
DONOVAN'S REEF,611 RINK ROAD,TWIN LAKES,WI,53181,Draft
SOUTH SHORE YACHT CLUB,2300 E NOCK ST,MILWAUKEE,WI,53207,Draft
GINGERBREAD MAN CARLISLE,5 COURT HOUSE AVE,CARLISLE,PA,17013,Draft
SUSSEX BOWL,N64 W24576 MAIN STREET,SUSSEX,WI,53089,Draft
COLONY HOUSE,25811 119TH STREET,TREVOR,WI,53179,Draft
DER SCHWARZE KOLNER,710 FULTON STREET,BROOKLYN,NY,11217,Draft
ESTATE/PAINTED PONY LLC,2423 N MURRAY AVE,MILWAUKEE,WI,53211,Draft
WORLD OF BEER,9700 DEERLAKE COURT #1,JACKSONVILLE,FL,32246,Draft
OFF BROADWAY PUB,9048 W. MONROE AVE.,BROOKFIELD,IL,60513,Draft
STANTON RIDGE C C,RT 523 CLUBHOUSE DRIVE,WHITEHOUSE STA,NJ,088890000,Draft
BULLDOG 60,1101 S 60TH ST,WEST ALLIS,WI,53214,Draft
ELDORADO WINE HOUSE,340 ROUTE 46,MOUNTAIN LAKES,NJ,070460000,Draft
BYELORUSSIAN AMER COM CTR,284 WHITEHEAD & KAMM AVE,SOUTH RIVER,NJ,088820000,Draft
VILLAGE BEVERAGE CENTER,327 E. WASHINGTON,SLINGER,WI,53086 954,Draft
BRETT\'S FARMHOUSE,7424 N 60TH ST,MILWAUKEE,WI,53223,Draft
TOUCH OF CLASS,121 S LAKE STREET,TWIN LAKES,WI,53181,Draft
CEDAR POINT BAR & REST,2370 EAST NORRIS STREET,PHILADELPHIA,PA,19125,Draft
SHAMROCK LIQUORS,400 LOWELL AVE  SUITE 6,HAVERHILL,MA,018323692,Draft
ST ANDREWS INN,5938 N BROADWAY,CHICAGO,IL,60660,Draft
TILTED KILT PUB & EATERY,17 N WABASH AVE,CHICAGO,IL,60602,Draft
BRAUHAUS SCHMITZ,718 SOUTH STREET,PHILADELPHIA,PA,19147,Draft
ALPINE LANES,S80 W18700 APOLLO,MUSKEGO,WI,53150 921,Draft
INDIANA BEVERAGE,2850 BARLEY RD,VALPARAISO,IN,463834463,Draft
REFLECTION RESTAURANT,38564 N. EDGEWOOD AVE,Lake Villa,IL,60046,Draft
DUBLIN'S IRISH PUB,2070 W 9TH AVE,OSHKOSH,WI,54904,Draft
HILTON GARDEN INN,111 HANCOCK LANE,WESTAMPTON,NJ,08060,Draft
LEFT BANK,122 N GEORGE ST,YORK,PA,17401,Draft
CORNER PUB,7602 W LISBON AVE,MILWAUKEE,WI,53222,Draft
RAPID MART OF WATERTOWN,330 EAST SUMMIT AVE.,WATERTOWN,WI,53094,Draft
NORTH SHORE COUNTRY CLUB,3100 WEST COUNTRY CLUB DRIVE,MEQUON,WI,53092 519,Draft
THE LONDONDER PUB AND GRILL,2817  GREENVILLE,DALLAS,TX,75206,Draft
MUSSEL BAR AC,500 BOARDWALK (REVEL),ATLANTIC CITY,NJ,08401,Draft
OLD CHICAGO,2901 E CENTRAL TEXAS EXPWY,KILLEEN,TX,76543,Draft
TOWER INN,701 W. CROSS,YPSILANTI,MI,48197,Draft
BUDDY & PAL'S PLACE - CROWN POINT,1206 EAST SUMMIT STREET,CROWN POINT,IN,46307,Draft
HOFBRAU,2784 M 137,INTERLOCHEN,MI,49643,Draft
PETE'S PIZZA,3737 N WESTERN,CHICAGO,IL,60618,Draft
TAVERNA OUZO,266 E MICHIGAN AVE,KALAMAZOO,MI,490073910,Draft
SEVEN SEAS,1807 NAGAWICKA ROAD,HARTLAND,WI,53029 939,Draft
MOOSE LODGE #691/MCHENRY,3535 N. RICHMOND RD(6/13),MCHENRY,IL,60050,Draft
FRITZS PUB,3086 S 20TH ST,MILWAUKEE,WI,53215,Draft
The Cobblestone Grill,160 S Main,Zionsville,IN,46077,Draft
MILES LAB,3763 E JACKSON BLVD,ELKHART,IN,46514,Draft
GREEN DOOR TAVERN,676 N ORLEANS ST,CHICAGO,IL,60610,Draft
FRANKFORT BOWL LLC,15 S. ASH ST.,FRANKFORT,IL,60423,Draft
SPRINGDALE GOLF CLUB,1895 CLUBHOUSE DRIVE,PRINCETON,NJ,08540,Draft
BUFFALO WILD WINGS H.E.,2540 NEW SUTTON RD.,HOFFMAN ESTATES,IL,60192,Draft
MARGARITA'S,1241 LOMBARDI ACCESS RD,GREEN BAY,WI,54304,Draft
HENRY'S TAVERN,5741  LEGACY,PLANO,TX,75024,Draft
EDELWEISS,7650 W IRVING PARK RD,NORRIDGE,IL,60634,Draft
NOT YOUR AVERAGE JOE'S,1125 FALL RIVER AVE,SEEKONK,MA,02771,Draft
ST ALPHONSUS,1050 ARDMORE,WHEELING,IL,60143,Draft
MARO BROTHERS  (OLD CANAL,1500 RT. 38 E,HAINESPORT,NJ,08036,Draft
STONES LIQUOR,746 MAIN ST,MALDEN,MA,02148,Draft
JOHNNY'S CHOPHOUSE,1500 MAIN ST.,Antioch,IL,60002,Draft
MAEWYNS IRISH PUB,110 N GEORGE ST,YORK,PA,17401,Draft
LIFEBOAT PUB & PIZZA,1804 14TH STREET,TWO RIVERS,WI,54241,Draft
BIG ROBS LOOSE MOOSE,5310 CTY HWY E,LAND OLAKES,WI,54540,Draft
Chumley's Of Lafayette,122 N 3rd St,Lafayette,IN,47901,Draft
CACTUS CLUB,2496 S WENTWORTH AVE,MILWAUKEE,WI,53207,Draft
THE HAMILTON,228 E HAMILTON RD,CEDARBURG,WI,53012 290,Draft
JOE DANIELS,12218 SOUTH HARLEM,PALOS HEIGHTS,IL,60463,Draft
TOAD HALL,611 WISCONSIN AVENUE,RACINE,WI,53403,Draft
RICHTER'S CHALET,23920 MICHIGAN,DEARBORN,MI,48124,Draft
BUFFLO WILD WINGS/ALG,461 S RANDALL ROAD (2/14),ALGONQUIN,IL,60102,Draft
TAILGATORS,9256 S CICERO,OAK LAWN,IL,60453,Draft
ERNEST & SCOTT TAPROOM,902 N MARKET STREET,WILMINGTON,DE,19801,Draft
PARKER'S ELBOW ROOM,702 BUFFALO ST.,MANITOWOC,WI,54220,Draft
THUNDERHAWK GOLF COURSE Food for Th,39700 N. LEWIS AVE.,Beach Park,IL,60087,Draft
PINEVILLE TAVERN,1098 DURHAM ROAD PO 311,PINEVILLE,PA,18946,Draft
WURST BAR,705 CROSS STREET,YPSILANTI,MI,48198,Draft
OLD CHICAGO-EDEN PRAIRIE,12300 SINGLETREE LANE,EDEN PRAIRIE,MN,55344,Draft
EARL'S GROCERY & SALOON,401 SOUTH 3RD ST,LA CROSSE,WI,54601,Draft
SILVER LAKE MARINA,28836 SILVER LAKE ROAD,SALEM,WI,53168,Draft
SIX POINTS PUB & GRILL,6200 W GREENFIELD AVE,WEST ALLIS,WI,53214,Draft
BRASS TAP- 01294,10700 STATE RD 54 #101,NEW PORT RICHEY,FL,34655,Draft
XFINITY LIVE|,1100 PATTISON AVENUE,PHILADELPHIA,PA,19148,Draft
PD'S PLACE,9611 SOUTHWEST HWY,OAK LAWN,IL,60453,Draft
WHISTLERS INN,901 RT. 130 S.,CINNAMINSON,NJ,08077,Draft
HALF DOOR (THE),270 SISSON AVENUE,HARTFORD,CT,06105,Draft
DREWBY'S GRILL PUB,16 SOUTH MAIN ST,MANVILLE,NJ,088350000,Draft
CEDAR LAKE COMMUNITY CLUB,134 CEDAR LAKE WEST,DENVILLE,NJ,078340000,Draft
TILTED KILT PUB & EATERY,1360 LAKE ST,ROSELLE,IL,60172,Draft
BERLIN SPIRITS,118 MILL STREET,BERLIN,CT,06037,Draft
MC AULIFFE'S,3700 MEACHEM ROAD,RACINE,WI,53403,Draft
PARK BAR,2040 PARK,DETROIT,MI,48226,Draft
YE OLDE TAP ROOM,14915 CHARLEVOIX,GROSSE POINTE,MI,48215,Draft
BROWNSTONE,3937 N LINCOLN,CHICAGO,IL,60613,Draft
Leqacy Data-DiLorenzo-Penke,8711 J St,Omaha,NE,681270000,Draft
TRACKSIDE INN,8762 N GRANVILLE RD,MILWAUKEE,WI,53224,Draft
BINNY'S BEV DEPOT #1,6920 S RT 83,WILLOWBROOK,IL,60527,Draft
MT'S LOCAL KITCHEN & BAR,212 MAIN STREET,NASHUA,NH,03060,Draft
PARK SQUARE CELLAR-10963,16132 CHURCHVIEW DR,LITHIA,FL,33547,Draft
SOUTHRIDGE ATHL CLUB-JIMMY K'S,6815 W EDGERTON AVE,GREENFIELD,WI,53220,Draft
AVENUE WINE & LIQUOR,4075 S HOWELL AVE,MILWAUKEE,WI,53207,Draft
GEORGE'S STEAK HOUSE,2208 S MEMORIAL DRIVE,APPLETON,WI,54915,Draft
MOLLY MAGUIRE'S-LANSDALE,329-331 MAIN ST,LANSDALE,PA,19446,Draft
BACKYARD STEAK PIT,1818 GRANDWOOD DRIVE,Gurnee,IL,60031,Draft
POTTER'S PLACE,29 W JEFFERSON STREET,NAPERVILLE,IL,60540,Draft
RICARDOS PIZZA,5627 BROAD ST,GREENDALE,WI,53129,Draft
DOUBLE EAGLE PUB,790 N VAN BUREN,MILWAUKEE,WI,53202,Draft
J TIMOTHY'S,143 NEW BRITAIN AVENUE,PLAINVILLE,CT,06062,Draft
SHAMROCKS,7641 HIGHWAY 38,CALEDONIA,WI,53108,Draft
FLYING SAUCER DRAUGHT EMPORIUM,4821 BASS PRO,GARLAND,TX,75043,Draft
OTTOS PUB,509 ONEIDA ST,MINOCQUA,WI,54548,Draft
EPIC BISTRO,359 S BURDICK ST,KALAMAZOO,MI,490074842,Draft
GROWLER & GILL,148 E ROUTE 59,NANUET,NY,10954,Draft
KAISER'S PIZZA LOUNGE,1801 N. RT. 21,Gurnee,IL,60031,Draft
JAKE MORANS,57 S LAKE ST,Mundelein,IL,60060,Draft
VOL SERV - PATRIOTS #100,1 PATRIOTS PARK,BRIDGEWATER,NJ,088070000,Draft
SPIRITS UNLMTD/SPOT PIZZA,1506 RICHMOND AVE,POINT PLEASANT,NJ,08742,Draft
NEWPORTVILLE INN,4120 LOWER ROAD,NEWPORTVILLE,PA,19056,Draft
SALOON ON CALHOUN,17000 W CAPITOL DRIVE,BROOKFIELD,WI,53151,Draft
SUPER LIQUOR FOUR,2666 S. STATE,ANN ARBOR,MI,48108,Draft
BUFFALO WILD WINGS-FRANKF,20596 LAGRANGE RD,FRANKFORT,IL,60423,Draft
O'BRIEN'S IRISH PUB,11 E. CENTRAL AVE,TEMPLE,TX,76501,Draft
ZENDA TAP MJC,N590 ZENDA ROAD,ZENDA,WI,53195,Draft
PESCARA,150 SOUTH BROADWAY,ROCHESTER,MN,55904,Draft
THE DASH INN - FW CALHOUN ST,814 S CALHOUN ST,FORT WAYNE,IN,46802,Draft
FLY BY SALOON,4607 S WHITNALL AVE,ST FRANCIS,WI,53235,Draft
WHETSTONE STATION REST,36 BRIDGE ST,BRATTLEBORO,VT,05301,Draft
IPIC GOLD CLASS ENTERTAIN,619 E. BOUGHTON RD STE152,BOLINGBROOK,IL,60440,Draft
B&S LIQUOR  LLC,696 GRAND AVENUE,HARTFORD,WI,53027 220,Draft
MARSH INN,N23 CTY TRK Y,MAYVILLE,WI,53050,Draft
HARLAN SOCIAL,121 TOWNE ST,STAMFORD,CT,067050000,Draft
RED WOLFE INN,130 RR 519,BELVIDERE,NJ,078230000,Draft
BERWYN DEVELOPMENT CORP,3322 S OAK PARK AVE,BERWYN,IL,60402,Draft
PLYMOUTH BAR & GRILL,327 S PLYMOUTH CT,CHICAGO,IL,60604,Draft
TARANTINO`S,1112 W ARMITAGE,CHICAGO,IL,60614,Draft
THE WINCHESTER,648 WEALTHY ST SE,GRAND RAPIDS,MI,49503,Draft
FRITZL'S COUNTRY INN,900 RAVINIA TERRACE,Lake Zurich,IL,60047,Draft
TOP OF THE HUB,800 BOYLSTON ST,BOSTON,MA,02199,Draft
JAKE'S/COOPER'S,4365 MAIN ST.,PHILADELPHIA,PA,19127,Draft
HILLSIDE RESORT,2474 SOUTH SHORE ROAD,PHELPS,WI,54554,Draft
TILTED KILT PUB - ROSELLE,1360 LAKE STREET,ROSELLE,IL,60172,Draft
ANGEL'S BEVERAGE,2540  PLANO PKWY #10,PLANO,TX,75074,Draft
LINNEMAN'S RIVERWEST INN,1001 E LOCUST ST,MILWAUKEE,WI,53212,Draft
CIRCLE INN,7707 WESTWOOD DR UNIT 1A,ELMWOOD PARK,IL,60707,Draft
HUSHER'S PUB,9002 6 MILE ROAD,CALEDONIA,WI,53108,Draft
PETE & ELDA'S BAR & GRILL,96 WOODLAND AVE,NEPTUNE CITY,NJ,07753,Draft
THE DRAFT HOUSE,100 BRIGHTON AVE,LONG BRANCH,NJ,07740,Draft
FIVE STAR DISTRIBUTING,4055 EAST PARK 30 DRIVE,COLUMBIA CITY,IN,46725,Draft
CANARY SQUARE,435 SO HUNTINGTON AV,JAMAICA PLAIN,MA,02130,Draft
PRODIGAL,240 E PITTSBURGH AVE,MILWAUKEE,WI,53204,Draft
DUKES RIVERSIDE BAR & GRI,313 S FRONT ST.,WORMLEYSBURG,PA,17043,Draft
PORTILLO'S HOT DOGS,100 W ONTARIO ST,CHICAGO,IL,60610,Draft
MEQUON PIZZA COMPANY,12020 N RIVER RD,MEQUON,WI,53092,Draft
WESTSIDE LIQUOR S&D BEER,1227 TIMBERLANE DR,SAUK CENTRE,MN,56378,Draft
JACOBY'S,624 BRUSH,DETROIT,MI,48226,Draft
TOTAL WINE & MORE # 907,4413 TOWN CENTER PKWY 300,JACKSONVILLE,FL,32246,Draft
HOMETOWN LIQUOR,221 DANBURY RD,NEW MILFORD,CT,067760000,Draft
TGI FRIDAYS #0288-JOLIET,1322 LOUIS JOLIET MALL,JOLIET,IL,60544,Draft
RESIS BIERSTUBE,2034 W IRVING PARK,CHICAGO,IL,60618,Draft
TIGERS TALE,1290 RTE 206,MONTGOMERY TWP,NJ,08553,Draft
RED HAWK BAR & GRILL,316 S. STATE ST.,ANN ARBOR,MI,48104,Draft
Khayat Lake House,850 Tower Rd.,Lake Villa,IL,60046,Draft
GRIECO'S SODA DEPOT,628 HIGGINS AVENUE,BRIELLE,NJ,08730,Draft
PATRIOTS CROSSING,1339 RIVER RD.,TITUSVILLE,NJ,08560,Draft
ST BRENDAN'S INN,234 S WASHINGTON ST,GREEN BAY,WI,54301,Draft
COINS SPORTS BAR,1714 52ND STREET,KENOSHA,WI,53140,Draft
MAHLUM  TED,3405 LOSEY BLVD SO #7,LA CROSSE,WI,54601,Draft
HORACE SHELLHAMMER,9C UNIVERSITY PLAZA,NEWARK,DE,19702,Draft
ARBOR INN - NON RETAIL,265 PARKLAND PLAZA,ANN ARBOR,MI,48103,Draft
BINNY'S BEV DEPOT,670 ROOSEVELT ROAD,GLEN ELLYN,IL,60137,Draft
FORMERLY PRESTONS,221 CEDAR AVE SO,MINNEAPOLIS,MN,55454,Draft
TILTED KILT,1140 E HIGGINS RD,SCHAUMBURG,IL,60173,Draft
MULLEN'S,7301 N WESTERN,CHICAGO,IL,60645,Draft
IPIC GOLD CLASS ENTERTAINMENT,100 W. HIGGINS RD.-SUITE N-1,SOUTH BARRINGTON,IL,60010,Draft
KRAMARCZUK SAUSAGE CO INC,215 E HENNEPIN AVE,MINNEAPOLIS,MN,55414,Draft
WILLARDS TAP HOUSE-07468,12500 STARKEY RD,LARGO,FL,33773,Draft
KHYBER PASS PUB,54-56 S. 2ND ST.,PHILADELPHIA,PA,19106,Draft
HARRY'S,1 N VAIL AVE,ARLINGTON HTS,IL,60005,Draft
FORMERLY PIZZA FACTORY,2052 SILVER LAKE RD,NEW BRIGHTON,MN,55112,Draft
BUFFALO WILD WINGS OF ORLAND,15888 S LAGRANGE RD,ORLAND PARK,IL,60462,Draft
FIVE HORSES TAVERN,400 HIGHLAND AVE,SOMERVILLE,MA,02144,Draft
FRANKLIN HOUSE - VALPARAISO,58 S CAMPBELL ST,VALPARAISO,IN,46383,Draft
BUCKLEY'S TAVERN,5812 KENNETT PIKE,WILMINGTON,DE,19807,Draft
MILTON INN  THE,3 BERKSHIRE ROAD,OAK RIDGE,NJ,074380000,Draft
BUY RITE OF OCEAN ACRES,100 NEPTUNE DR,MANAHAWKIN,NJ,08050,Draft
LOUISVILLE BEER STORE,746 E. MARKET ST,LOUISVILLE,KY,40202,Draft
MICKEY'S,2450 N CLARK ST,CHICAGO,IL,60614,Draft
OLD HEIDELBERG PARK-SPEC,700 W LEXINGTON BLVD,GLENDALE,WI,53217,Draft
CRAB HOUSE,393 S MILWAUKEE AVE,WHEELING,IL,60090,Draft
STONE CREEK GRILL,206 SHERIDAN RD,Winthrop Harbor,IL,60096,Draft
KERRY PIPER IRISH PUB,7900 JOLIET RD.,WILLOWBROOK,IL,60521,Draft
MANSFIELD BTL #3,2028 ROUTE 57,HACKETTSTOWN,NJ,078400000,Draft
STIMAC'S,4843 BUTTERFIELD,HILLSIDE,IL,60162,Draft
KILLARNEY'S PUBLICK HOUSE,1644 WHITEHORSE MERCERVL,HAMILTON,NJ,08619,Draft
STOUT'S PUB & GRILL,1611 W. LARPENTEUR AVE,FALCON HEIGHTS,MN,55113,Draft
SPLASH MARTINI BAR LLC,134 N MAIN STREET,OCONOMOWOC,WI,53066,Draft
BINNY'S BEVERAGE DEPOT - L.Z.,975 S RAND RD,Lake Zurich,IL,60047,Draft
STUDZ PUB & SPORTS BAR,6833 W NATIONAL AV,WEST ALLIS,WI,53214,Draft
SCENIC DRIVE RESORT,12770 SCENIC DRIVE,IRON RIVER,WI,54847,Draft
CHRISTOPHER'S,1920 MASS AVE,CAMBRIDGE,MA,02140,Draft
ROMAN MARKET,460 STILLWATER ROAD,WILLERNIE,MN,55090,Draft
HOUSE OF BREWS-11241,17683 N DALE MABRY HWY,LUTZ,FL,33548,Draft
KENWOOD LIQUORS,12037 W. 159TH ST,HOMER GLEN,IL,60491,Draft
WESTWOOD TAVERN & TAP,1385 N MEACHAM RD,SCHAUMBURG,IL,60173,Draft
TILTED KILT KENOSHA,7000 74TH PLACE,KENOSHA,WI,53142,Draft
WIDOW BROWN'S CAFE,128 FEDERAL ROAD,DANBURY,CT,068100000,Draft
CHUTES AND LADDERS,3812 60TH STREET,KENOSHA,WI,53142,Draft
UNION JACK,812 S. OLDE ONEIDA STREET,APPLETON,WI,54915,Draft
GRANDPA'S,1868 PRARIE,GLENVIEW,IL,60025,Draft
GRAINGERS PUB & GRILL,3400 W LOOMIS RD,GREENFIELD,WI,53221,Draft
SHANK HALL INC,1434 N FARWELL AVE,MILWAUKEE,WI,53202,Draft
GALATI'S   (3/14),105 W. MAIN,CARY,IL,60013,Draft
HOOTERS OF BROOKFIELD  LLC.,17105 W BLUEMOUND RD,BROOKFIELD,WI,53005,Draft
BINNYS - ST. CHARLES,1950 LINCOLN HWY. RT 38,ST. CHARLES,IL,60174,Draft
PLAYERS PARK,22840 DURAND AVENUE,KANSASVILLE,WI,53139,Draft
RI-RA/AN TUA NUA,835 BEACON ST,BOSTON,MA,02215,Draft
JERRY'S BAR-PHILADELPHIA,129 W LAUREL ST,PHILADELPHIA,PA,19123,Draft
SIEBERT'S PUB  INC,8403 ANTIOCH PUB,SALEM,WI,53168,Draft
RIO STATION,ROUTE 9,RIO GRANDE,NJ,08242,Draft
LOS BANDITOS-WEST,2335 W MASON ST,GREEN BAY,WI,54303,Draft
SANDCREEK C.C.,1001 SAND CREEK DR,CHESTERTON,IN,46304,Draft
OPEN FLAME RESTAURANT,5081 S 108TH ST,HALES CORNERS,WI,53130,Draft
SOUTH PHILLY TAPROOM,1509 MIFFLIN STREET,PHILADELPHIA,PA,19148,Draft
CHRIS' BAR,1610 W NORTH AVE,CHICAGO,IL,60622,Draft
GINGERMAN (EFT),304 W. BOLL ST./4TH,AUSTIN,TX,76140,Draft
THE GRIFFIN,38 MICHIGAN AVE W,BATTLE CREEK,MI,490173604,Draft
THE BARD'S,2013 WALNUT STREET,PHILADELPHIA,PA,19103,Draft
BUFFALO WILD WINGS #418 BROOKFIELD,16750 W BLUEMOUND ROAD,BROOKFIELD,WI,53005,Draft
POOR HENRY'S 2ND MORTGAGE,ROUTE 202 8 MAIN RD.,MONTVILLE,NJ,070450000,Draft
SUPER VALUE BEVERAGE CO.,625 MEARNS ROAD,WARMINSTER,PA,18974,Draft
LANC TENNIS & YACHTING,2615 COLUMBIA AVE,LANCASTER,PA,17603,Draft
NEL'S OLD TIME INN,4907 MAIN ST.,LISLE,IL,60532,Draft
ARROWHEAD GOLF COURSE,26 W 151 BUTTERFIELD RD,WHEATON,IL,60187,Draft
WOODBRIDGE PUB,5169 TRUMBULL,DETROIT,MI,48208,Draft
FRIENDS OF HOYT PARK & POOL INC,1800 N SWAN BLVD,WAUWATOSA,WI,53213,Draft
Vineyard #4,7802 Brookville Rd,Indianapolis,IN,46219,Draft
BUFFALO W.W.GRILL & BAR,2555 W. 75TH ST. 103,NAPERVILLE,IL,60540,Draft
